Electricity:Facility,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3
595660.3608,23.04596774,77.16319444,219.8065636,31,11.83797439,9.113304636,0.545902425
539945.0823,20.35770833,84.16527778,153.3049769,30,11.83797439,9.113304636,0.545902425
454854.2875,12.89782706,75.73711918,157.4538157,31,11.83797439,9.113304636,0.545902425
408464.4086,9.760949074,74.10636574,128.5277006,30,11.83797439,9.113304636,0.545902425
396664.6621,5.489852151,75.55857975,140.3433766,31,11.83797439,9.113304636,0.545902425
404053.5926,-2.113575269,70.30320341,156.7973417,31,9.48244783,11.9280528,0.689736638
376838.7982,1.942956349,62.61458333,188.2471892,28,9.48244783,11.9280528,0.689736638
431563.2768,5.43313172,62.39908154,197.9807721,31,9.48244783,11.9280528,0.689736638
446536.0814,12.56460648,68.95763889,135.3763503,30,9.48244783,11.9280528,0.689736638
538174.7922,17.91901882,74.3156362,192.3388217,31,9.48244783,11.9280528,0.689736638
572938.7055,22.21377315,69.30104167,225.3063657,30,9.48244783,11.9280528,0.689736638
624114.1606,26.66420251,66.30790771,284.5905765,31,9.48244783,11.9280528,0.689736638
618166.1804,23.04596774,77.16319444,219.8065636,31,9.48244783,11.9280528,0.689736638
560568.9922,20.35770833,84.16527778,153.3049769,30,9.48244783,11.9280528,0.689736638
474538.7538,12.89782706,75.73711918,157.4538157,31,9.48244783,11.9280528,0.689736638
427197.2617,9.760949074,74.10636574,128.5277006,30,9.48244783,11.9280528,0.689736638
416363.8855,5.489852151,75.55857975,140.3433766,31,9.48244783,11.9280528,0.689736638
378233.8372,-2.113575269,70.30320341,156.7973417,31,9.782855713,10.17540953,0.59598922
352340.7051,1.942956349,62.61458333,188.2471892,28,9.782855713,10.17540953,0.59598922
403402.4177,5.43313172,62.39908154,197.9807721,31,9.782855713,10.17540953,0.59598922
418949.3567,12.56460648,68.95763889,135.3763503,30,9.782855713,10.17540953,0.59598922
507365.6412,17.91901882,74.3156362,192.3388217,31,9.782855713,10.17540953,0.59598922
540851.0923,22.21377315,69.30104167,225.3063657,30,9.782855713,10.17540953,0.59598922
589855.7161,26.66420251,66.30790771,284.5905765,31,9.782855713,10.17540953,0.59598922
583088.0071,23.04596774,77.16319444,219.8065636,31,9.782855713,10.17540953,0.59598922
528966.5877,20.35770833,84.16527778,153.3049769,30,9.782855713,10.17540953,0.59598922
445836.2539,12.89782706,75.73711918,157.4538157,31,9.782855713,10.17540953,0.59598922
400751.0343,9.760949074,74.10636574,128.5277006,30,9.782855713,10.17540953,0.59598922
389571.1205,5.489852151,75.55857975,140.3433766,31,9.782855713,10.17540953,0.59598922
441818.8786,-2.113575269,70.30320341,156.7973417,31,11.71591032,12.31773123,0.514830438
412446.8715,1.942956349,62.61458333,188.2471892,28,11.71591032,12.31773123,0.514830438
473542.2573,5.43313172,62.39908154,197.9807721,31,11.71591032,12.31773123,0.514830438
488406.9739,12.56460648,68.95763889,135.3763503,30,11.71591032,12.31773123,0.514830438
588515.5632,17.91901882,74.3156362,192.3388217,31,11.71591032,12.31773123,0.514830438
625780.73,22.21377315,69.30104167,225.3063657,30,11.71591032,12.31773123,0.514830438
678908.0713,26.66420251,66.30790771,284.5905765,31,11.71591032,12.31773123,0.514830438
675053.0505,23.04596774,77.16319444,219.8065636,31,11.71591032,12.31773123,0.514830438
611104.7352,20.35770833,84.16527778,153.3049769,30,11.71591032,12.31773123,0.514830438
519128.6073,12.89782706,75.73711918,157.4538157,31,11.71591032,12.31773123,0.514830438
467547.6112,9.760949074,74.10636574,128.5277006,30,11.71591032,12.31773123,0.514830438
455191.8929,5.489852151,75.55857975,140.3433766,31,11.71591032,12.31773123,0.514830438
356692.4803,-2.113575269,70.30320341,156.7973417,31,10.39936414,8.700071562,0.712159933
332932.9105,1.942956349,62.61458333,188.2471892,28,10.39936414,8.700071562,0.712159933
381134.1316,5.43313172,62.39908154,197.9807721,31,10.39936414,8.700071562,0.712159933
396373.5015,12.56460648,68.95763889,135.3763503,30,10.39936414,8.700071562,0.712159933
481377.2715,17.91901882,74.3156362,192.3388217,31,10.39936414,8.700071562,0.712159933
513463.5045,22.21377315,69.30104167,225.3063657,30,10.39936414,8.700071562,0.712159933
561205.7984,26.66420251,66.30790771,284.5905765,31,10.39936414,8.700071562,0.712159933
553837.5841,23.04596774,77.16319444,219.8065636,31,10.39936414,8.700071562,0.712159933
502262.5904,20.35770833,84.16527778,153.3049769,30,10.39936414,8.700071562,0.712159933
421973.9525,12.89782706,75.73711918,157.4538157,31,10.39936414,8.700071562,0.712159933
378634.008,9.760949074,74.10636574,128.5277006,30,10.39936414,8.700071562,0.712159933
367805.0063,5.489852151,75.55857975,140.3433766,31,10.39936414,8.700071562,0.712159933
