Electricity:Facility,InteriorLights:Electricity,InteriorEquipment:Electricity,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
534026.8907,151194.3781,196861.4429,8569.78556,17.91901882,74.3156362,192.3388217,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
563395.9699,150526.8533,193326.7736,500.3025102,22.21377315,69.30104167,225.3063657,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
604552.1162,141682.149,189963.9285,7.362578145,26.66420251,66.30790771,284.5905765,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
605417.1562,156812.7123,200690.6679,726.1028181,23.04596774,77.16319444,219.8065636,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
549808.4199,141014.6242,186429.2592,4254.197929,20.35770833,84.16527778,153.3049769,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
475891.4672,145576.044,193032.2178,27764.67173,12.89782706,75.73711918,157.4538157,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
431311.1655,139290.185,185668.3234,46721.50576,9.760949074,74.10636574,128.5277006,30,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
421444.5608,141682.149,189963.9285,84194.84822,5.489852151,75.55857975,140.3433766,31,12.00920042,10.59849486,0.714062242,0.000254284,6.59802007,0.90253269
401725.4574,146846.939,173068.5811,253260.6888,-2.113575269,70.30320341,156.7973417,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
375558.365,138850.9014,159866.1517,125600.3349,1.942956349,62.61458333,188.2471892,28,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
431144.2712,164531.6062,183576.6371,80560.46005,5.43313172,62.39908154,197.9807721,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
450570.4323,147955.8785,170531.3795,32974.77565,12.56460648,68.95763889,135.3763503,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
550760.6766,158636.7171,180073.9518,9530.784917,17.91901882,74.3156362,192.3388217,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
591285.7909,157936.3343,176840.7038,593.0403898,22.21377315,69.30104167,225.3063657,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
648342.3525,148656.2614,173764.6275,8.090267476,26.66420251,66.30790771,284.5905765,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
640048.865,164531.6062,183576.6371,822.148998,23.04596774,77.16319444,219.8065636,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
578504.4687,147955.8785,170531.3795,4732.427352,20.35770833,84.16527778,153.3049769,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
478549.3595,152741.8281,176571.2664,30058.07096,12.89782706,75.73711918,157.4538157,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
428042.0877,146146.5562,169835.3331,50567.70507,9.760949074,74.10636574,128.5277006,30,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
414913.3112,148656.2614,173764.6275,89938.87101,5.489852151,75.55857975,140.3433766,31,12.60033709,9.694701127,0.665204178,0.00032293,4.700778889,0.917656945
412583.5459,130075.8758,201361.4064,323980.2693,-2.113575269,70.30320341,156.7973417,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
385783.7543,122993.0479,186000.6764,161466.6514,1.942956349,62.61458333,188.2471892,28,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
442649.2251,145740.8163,213587.2935,103612.1586,5.43313172,62.39908154,197.9807721,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
461428.9265,131058.1658,198409.4293,41378.21253,12.56460648,68.95763889,135.3763503,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
561779.0217,140519.1695,209511.9978,11576.49186,17.91901882,74.3156362,192.3388217,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
601879.3598,139898.7758,205750.1864,619.6976979,22.21377315,69.30104167,225.3063657,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
658826.2616,131678.5595,202171.2408,8.044383632,26.66420251,66.30790771,284.5905765,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
651670.4455,145740.8163,213587.2935,944.1000674,23.04596774,77.16319444,219.8065636,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
589439.2053,131058.1658,198409.4293,5692.131308,20.35770833,84.16527778,153.3049769,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
490371.9468,135297.5226,205436.7021,38186.72603,12.89782706,75.73711918,157.4538157,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
439220.3033,129455.4821,197599.5949,64330.79522,9.760949074,74.10636574,128.5277006,30,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
426351.1508,131678.5595,202171.2408,116488.5645,5.489852151,75.55857975,140.3433766,31,11.16128053,11.27956698,0.657862794,0.000249671,4.804549433,0.638391737
366204.2076,119498.4087,163516.2148,307000.4073,-2.113575269,70.30320341,156.7973417,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
341951.0041,112991.5399,151042.4818,159399.6798,1.942956349,62.61458333,188.2471892,28,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
391313.2443,133889.5128,173444.288,100968.5983,5.43313172,62.39908154,197.9807721,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
414030.1922,120400.8212,161119.0518,40399.67482,12.56460648,68.95763889,135.3763503,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
511628.707,129092.4781,170134.9303,11757.84996,17.91901882,74.3156362,192.3388217,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
552547.3461,128522.5334,167080.1385,724.053777,22.21377315,69.30104167,225.3063657,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
612319.5275,120970.7659,164173.8436,8.867464704,26.66420251,66.30790771,284.5905765,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
599175.2064,133889.5128,173444.288,1007.624869,23.04596774,77.16319444,219.8065636,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
541596.8416,120400.8212,161119.0518,5771.835702,20.35770833,84.16527778,153.3049769,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
441019.2413,124295.4434,166825.5726,36601.7776,12.89782706,75.73711918,157.4538157,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
391867.3937,118928.464,160461.423,61424.97346,9.760949074,74.10636574,128.5277006,30,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
378516.9998,120970.7659,164173.8436,110519.3584,5.489852151,75.55857975,140.3433766,31,10.25367121,9.159610728,0.57192727,0.00030845,4.403809949,0.829889108
405553.2741,148073.0544,175833.0034,254074.6017,-2.113575269,70.30320341,156.7973417,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
379160.7127,140010.2529,162419.6917,125628.2607,1.942956349,62.61458333,188.2471892,28,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
435280.3702,165905.3817,186508.9045,80554.74056,5.43313172,62.39908154,197.9807721,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
454817.2467,149191.2531,173255.2751,32973.34481,12.56460648,68.95763889,135.3763503,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
555801.1053,159961.2726,182950.2708,9526.174282,17.91901882,74.3156362,192.3388217,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
596351.0159,159255.0418,179665.3781,588.8615805,22.21377315,69.30104167,225.3063657,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
653427.6402,149897.4839,176540.1678,7.974601657,26.66420251,66.30790771,284.5905765,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
645635.1014,165905.3817,186508.9045,818.6420728,23.04596774,77.16319444,219.8065636,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
583434.9679,149191.2531,173255.2751,4716.881583,20.35770833,84.16527778,153.3049769,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
482883.9682,154017.1635,179391.6371,30089.97774,12.89782706,75.73711918,157.4538157,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
431954.6823,147366.8236,172548.1107,50605.25566,9.760949074,74.10636574,128.5277006,30,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
418793.069,149897.4839,176540.1678,89999.57613,5.489852151,75.55857975,140.3433766,31,12.70554505,9.849554468,0.678653822,0.000334199,4.69233901,0.911823816
411190.7111,120400.5505,207137.0835,246815.5882,-2.113575269,70.30320341,156.7973417,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
383236.1662,113844.5587,191335.7595,121816.8637,1.942956349,62.61458333,188.2471892,28,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
439065.0779,134900.2988,219713.6474,77453.93035,5.43313172,62.39908154,197.9807721,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
456723.4478,121309.7756,204100.4345,30799.02447,12.56460648,68.95763889,135.3763503,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
554187.414,130067.0494,215521.4594,8649.751232,17.91901882,74.3156362,192.3388217,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
592159.2516,129492.8019,211651.7475,473.6086884,22.21377315,69.30104167,225.3063657,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
647718.7606,121884.0231,207970.1465,6.329053448,26.66420251,66.30790771,284.5905765,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
640190.3548,134900.2988,219713.6474,692.7337107,23.04596774,77.16319444,219.8065636,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
579596.0808,121309.7756,204100.4345,4188.554275,20.35770833,84.16527778,153.3049769,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
485465.0822,125233.7999,211329.2715,28246.90252,12.89782706,75.73711918,157.4538157,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
435536.1118,119826.303,203267.3715,47617.85571,9.760949074,74.10636574,128.5277006,30,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
423505.4636,121884.0231,207970.1465,86209.30914,5.489852151,75.55857975,140.3433766,31,10.33108032,11.60310037,0.580753872,0.000358007,5.092168081,0.931309054
417915.8578,137661.8685,195102.2636,269970.1303,-2.113575269,70.30320341,156.7973417,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
389195.9382,130165.9719,180219.0084,132492.8971,1.942956349,62.61458333,188.2471892,28,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
446568.3492,154240.3845,206948.1198,84819.35491,5.43313172,62.39908154,197.9807721,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
457282.4728,138701.4454,192242.0462,34402.61511,12.56460648,68.95763889,135.3763503,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
546569.7442,148714.2125,202999.501,9813.978784,17.91901882,74.3156362,192.3388217,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
577572.0499,148057.6376,199354.6222,564.8298104,22.21377315,69.30104167,225.3063657,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
622101.5317,139358.0203,195886.925,8.32712963,26.66420251,66.30790771,284.5905765,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
621545.1039,154240.3845,206948.1198,817.8008212,23.04596774,77.16319444,219.8065636,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
563867.1819,138701.4454,192242.0462,4804.4603,20.35770833,84.16527778,153.3049769,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
485894.108,143188.0405,199050.8823,31507.68473,12.89782706,75.73711918,157.4538157,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
439580.4622,137005.2936,191457.3848,53047.24508,9.760949074,74.10636574,128.5277006,30,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
429137.7188,139358.0203,195886.925,94765.54722,5.489852151,75.55857975,140.3433766,31,11.81220364,10.92895153,0.541152987,0.000362236,6.338999708,0.841542069
374658.2432,101912.4227,186925.3967,343018.2883,-2.113575269,70.30320341,156.7973417,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
348286.1598,96363.13735,172665.9087,178068.6436,1.942956349,62.61458333,188.2471892,28,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
397956.0251,114185.6596,198274.7851,111560.17,5.43313172,62.39908154,197.9807721,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
410506.8511,102682.0316,184185.0529,43868.96468,12.56460648,68.95763889,135.3763503,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
493459.3928,110094.5806,194491.6556,12479.99465,17.91901882,74.3156362,192.3388217,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
522856.4698,109608.5118,190999.5361,710.3121019,22.21377315,69.30104167,225.3063657,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
568131.56,103168.1004,187677.1724,8.305672398,26.66420251,66.30790771,284.5905765,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
562550.0056,114185.6596,198274.7851,1009.178781,23.04596774,77.16319444,219.8065636,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
510991.8946,102682.0316,184185.0529,6050.190638,20.35770833,84.16527778,153.3049769,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
437464.0857,106003.5017,190708.5262,39782.17376,12.89782706,75.73711918,157.4538157,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
394507.8698,101426.3539,183433.2772,67118.40211,9.760949074,74.10636574,128.5277006,30,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
384538.6798,103168.1004,187677.1724,121992.2478,5.489852151,75.55857975,140.3433766,31,8.744689457,10.47091184,0.485545433,0.000349167,6.254306229,0.741158742
365694.1538,114500.8426,171247.3914,400805.5245,-2.113575269,70.30320341,156.7973417,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
340905.8184,108266.0988,158183.8904,204821.7116,1.942956349,62.61458333,188.2471892,28,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
390270.2517,128290.0935,181644.8719,131369.2334,5.43313172,62.39908154,197.9807721,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
403709.3274,115365.5151,168736.8887,51766.66185,12.56460648,68.95763889,135.3763503,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
486996.3343,123693.6766,178179.0451,14890.10492,17.91901882,74.3156362,192.3388217,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
517294.9337,123147.5676,174979.8203,885.8823217,22.21377315,69.30104167,225.3063657,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
562947.6321,115911.6241,171936.1134,11.07868536,26.66420251,66.30790771,284.5905765,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
557021.7773,128290.0935,181644.8719,1252.082819,23.04596774,77.16319444,219.8065636,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
505914.5186,115365.5151,168736.8887,7313.338529,20.35770833,84.16527778,153.3049769,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
429558.1783,119097.2596,174713.2182,46995.27693,12.89782706,75.73711918,157.4538157,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
386898.9416,113954.7337,168048.1667,79062.3742,9.760949074,74.10636574,128.5277006,30,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
376624.1266,115911.6241,171936.1134,143550.3116,5.489852151,75.55857975,140.3433766,31,9.824850443,9.592684405,0.72491063,0.000297662,5.874959653,0.630027989
423687.3333,131082.0234,211725.4871,284803.0234,-2.113575269,70.30320341,156.7973417,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
396168.3846,123944.4093,195574.1396,141485.6847,1.942956349,62.61458333,188.2471892,28,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
454653.1321,146868.1336,224580.6412,90688.51597,5.43313172,62.39908154,197.9807721,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
473028.9812,132071.9115,208621.5717,36257.50122,12.56460648,68.95763889,135.3763503,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
575123.0214,141606.0969,220295.5899,10072.63861,17.91901882,74.3156362,192.3388217,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
615019.0509,140980.9044,216340.1578,529.462278,22.21377315,69.30104167,225.3063657,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
673214.0052,132697.104,212577.0037,6.649312825,26.66420251,66.30790771,284.5905765,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
665978.4377,146868.1336,224580.6412,813.2980244,23.04596774,77.16319444,219.8065636,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
602194.8418,132071.9115,208621.5717,4919.512872,20.35770833,84.16527778,153.3049769,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
502503.7532,136344.0602,216010.5385,33545.56499,12.89782706,75.73711918,157.4538157,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
450554.1935,130456.831,207770.0551,56457.65418,9.760949074,74.10636574,128.5277006,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
437720.6552,132697.104,212577.0037,102441.0234,5.489852151,75.55857975,140.3433766,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
393666.3636,141216.2519,166739.9235,343172.8303,-2.113575269,70.30320341,156.7973417,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
367176.7001,133526.8137,154020.2719,171466.089,1.942956349,62.61458333,188.2471892,28,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
421337.0258,158222.8195,176863.7279,110527.0187,5.43313172,62.39908154,197.9807721,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
437818.3929,142282.6703,164295.5007,45332.62088,12.56460648,68.95763889,135.3763503,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
