,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__0_0,-0.9261641064462155,0.031118665745134735,0.0012474345181581656,-0.9874698472918523,-0.8653448778794526,623.8482207325815,1.0001761826924749
y_pred__0_1,0.026521640081719675,0.0439657999980031,0.0017445585962507313,-0.06657508154194558,0.10728295370608622,570.6293350571653,0.9979990543719318
y_pred__0_2,-0.6920328953786324,0.08421278420088806,0.0035858264883754315,-0.8468960001145414,-0.5235766967306932,497.5261732241746,1.001071965350515
y_pred__0_3,0.9495950743031437,0.038720935182123835,0.0016317874785966523,0.8768621247247418,1.021511373681879,644.6791356048218,0.9980839811430116
y_pred__1_0,-1.1984537374605535,0.05440121596336877,0.002108061660322952,-1.2979067607794001,-1.0857153847620313,615.2322550171143,1.0015016841749083
y_pred__1_1,-0.5812781749965872,0.07889201741250353,0.0039549857398924314,-0.7532464778032315,-0.4473295553013873,407.01666600814343,0.9981244749745868
y_pred__1_2,-1.203274921043496,0.15658360197619542,0.0073478330440518175,-1.5067258222078672,-0.9161748109571278,433.1622268681244,0.9989622893237654
y_pred__1_3,0.42924309690224777,0.0692566575961829,0.0033571894224992092,0.28441995245613055,0.5550349491909572,421.7032690548,0.997999706200417
y_pred__2_0,-0.4035683653359273,0.028078034339923605,0.0010041434714954745,-0.4565056619677526,-0.34864875507847476,1106.2489470489713,0.9989719671969829
y_pred__2_1,0.35727076980388167,0.042780328060962255,0.001579396834396,0.2849782641883242,0.4470336739850102,727.4037479524948,1.0012063954885844
y_pred__2_2,-0.4594502119328146,0.07560066019671498,0.003125051003647291,-0.6093464589246785,-0.3257015280849671,592.1211793205533,0.9980142840689411
y_pred__2_3,-0.24892470866640118,0.035831735165883546,0.0013238304514911954,-0.30698794099671906,-0.16720656419614213,695.2993164628617,0.999482877840842
y_pred__3_0,-0.3896330744010689,0.10755023808201593,0.005102714165564668,-0.5965048278476455,-0.1910186268636348,415.4198032725827,1.0016869012418559
y_pred__3_1,0.5119061170282115,0.1612690501099574,0.008507226271895174,0.17260311716735685,0.8017910195068144,307.32558385206397,1.0001832057079711
y_pred__3_2,-0.28796133586742745,0.29074440882406094,0.015702881196704783,-0.7802712322642591,0.32760764320437197,317.833587710897,1.0018709050452062
y_pred__3_3,-0.433030496208646,0.13173019958489499,0.006959716232128916,-0.6869874019627177,-0.16126338564887954,370.83180390330443,0.9982853530579378
y_pred__4_0,0.733680880215604,0.015685818152234167,0.0008166938802951001,0.702722211510835,0.7634624107900212,373.7324839981919,0.9983223623853723
y_pred__4_1,0.2845583426293954,0.022789946663261725,0.0012990514410080643,0.24307573333339866,0.3302743001570622,264.95364239527646,0.9992698058999164
y_pred__4_2,0.03372049021400074,0.041528095054678714,0.0022717917053472194,-0.05348826999325339,0.10685302067419904,307.8088603614295,0.9985489690824935
y_pred__4_3,-0.7017116413737955,0.018968129406513542,0.0010538353329119568,-0.7388872911353951,-0.6674742741436936,324.1162071358417,0.9986728556241611
y_pred__5_0,0.8172967553985839,0.015202972135139978,0.0006675008796495253,0.7810964517352007,0.8431599687367801,494.9699923238942,0.9979997589599825
y_pred__5_1,0.17424394386449307,0.022951089700056455,0.0013414322633241373,0.12694304580026666,0.21566950755570366,326.1975101862134,0.9986697888950219
y_pred__5_2,0.5579143998133123,0.04056497771090501,0.0022145231801698746,0.4785408147560958,0.6315722769380457,262.9722903266571,0.9986778013225386
y_pred__5_3,-0.7653209623657525,0.01868223291503766,0.00108185146744169,-0.8004802950273738,-0.7311867570784909,264.0054024322669,0.9982768142384424
y_pred__6_0,1.5106040293091574,0.08945267240844294,0.004142657742871981,1.32347277831005,1.6775205405329343,501.40858481673166,0.9980085226760099
y_pred__6_1,0.07669842116646088,0.13109564752409855,0.007493021060107766,-0.13774513652647793,0.3572111284333468,328.6603533500447,0.9980192656892521
y_pred__6_2,1.223383142317281,0.23009137284812417,0.012320479595885964,0.783615373593451,1.6766359656770864,227.67909378567555,0.9983038281216166
y_pred__6_3,-0.8131413492696774,0.10923762555893111,0.006167388332568893,-1.0213505337862527,-0.6287821170588557,243.44734139869686,0.9991349585903213
y_pred__7_0,1.447032897126281,0.02522106296688225,0.0011807846969857732,1.3962774626693273,1.494163025743349,468.7517680336717,0.9979992020575833
y_pred__7_1,0.3889031230559855,0.03734648677591171,0.0022303935213185528,0.32193469291670274,0.4686395303114238,302.7474622433418,0.9980151579760682
y_pred__7_2,0.9849523900822045,0.06423085244774111,0.003507022958575902,0.8652500185887443,1.1060850132182827,214.3840819859102,0.9980178315021578
y_pred__7_3,-0.7850260466085935,0.030232780563950745,0.0017918879598709052,-0.8452057043467193,-0.7319562416189634,213.4740982356619,1.0006397672469167
y_pred__8_0,0.48960985856948597,0.05658108889407372,0.002775020417699353,0.3837803359038198,0.6076123609049083,403.39454271189743,0.9993273096494935
y_pred__8_1,0.03656272287191392,0.0850866245661695,0.005031451982129423,-0.1378487139324071,0.18152425694041582,259.90660208710244,0.9980053798017822
y_pred__8_2,0.005347022618054644,0.14879451832628332,0.008479057061125535,-0.25395368004472935,0.3068577224687716,256.57183905456253,1.0008485591152714
y_pred__8_3,-0.6755438365666107,0.06604777476622417,0.004032878518650734,-0.7894668940631555,-0.553260738717515,257.2477752482401,0.9994777238373195
y_pred__9_0,-0.13896513337953478,0.028314561846839312,0.0013776453775384467,-0.1893911106559817,-0.08286344317054019,404.5428010584517,1.0035337935840247
y_pred__9_1,-0.06802046753368848,0.04393670585577043,0.002276555668998619,-0.14977545216139443,0.021476903294205173,321.5686226674735,1.0025663593817777
y_pred__9_2,-0.6580458735468306,0.07918598098664052,0.004288083453404213,-0.8066496991821812,-0.5064959200739556,326.0120432713001,1.0013247553308515
y_pred__9_3,-0.4039211588331666,0.03551583039561409,0.0019190444968729616,-0.48234156955582175,-0.34675389069207313,369.10609139315613,0.998031001348401
y_pred__10_0,-0.9883819010761228,0.01865480120476438,0.0006811946369760535,-1.025254807764419,-0.9538784914385674,799.2911045736544,0.9985851498525826
y_pred__10_1,-0.2195390746857313,0.026830761024831076,0.001192373740291176,-0.26457113243171726,-0.16313843880972959,568.347838450213,1.0051063640723645
y_pred__10_2,-0.9698975210699736,0.05348073879949297,0.0022527480379793702,-1.0811828171520335,-0.8725028981369033,653.1312645237688,1.0011822525632716
y_pred__10_3,0.4606834589432882,0.022642653903661682,0.0010215467360431133,0.41905848261558004,0.5021258587911018,544.6519539782539,0.999736302583613
y_pred__11_0,-1.0297255168968051,0.0529836306142453,0.002007094903500547,-1.1261801137551029,-0.9320672244915943,753.6963395937643,1.0026666267587543
y_pred__11_1,-0.3559988681688976,0.07500210435630915,0.0030266376572312334,-0.5014124744508807,-0.20597500243942904,538.6204655388332,0.9982286292408621
y_pred__11_2,-1.0538718732213264,0.14016816862220932,0.006329979953680516,-1.2936967064645102,-0.769967766597848,442.15232833119074,1.0015223858762592
y_pred__11_3,0.6448383833285812,0.06540677615644179,0.0029325070406692982,0.5283577797356248,0.7815524180145474,531.0310673378631,1.0016862695708622
eta1,2.997396897630446,1.8001578054236633,0.13518966389323464,0.7195778071309685,6.779544867853098,104.54673227492992,1.0039490639730155
lengthscale__0,0.39810959237700183,0.008979987829349598,0.0003022016120947087,0.3807728710435313,0.41542894391633495,717.1404996655627,0.9980084607526155
lengthscale__1,14.13418989688989,2.171257528005602,0.07935745608491786,10.241096839736047,18.395157710933525,808.4281196477174,0.9987099537878033
lengthscale__2,6.27895384882578,0.7525933154849302,0.0288748554338701,4.805970770993391,7.717505364505168,710.591231507923,0.9983568858137547
lengthscale__3,5.367585281308756,0.5399291881527825,0.021300871543872092,4.383546046581047,6.398259534543933,653.4839521614277,0.9991885109734613
lengthscale__4,8.324373982980488,0.6086904803437769,0.023736848146431094,7.261009763023236,9.524911059140218,477.3504321275751,0.9982650261291688
lengthscale__5,3.8487273859134197,0.23847216968641793,0.010391512577348532,3.369918713844511,4.268032658039376,599.1439410983913,0.9986833706930701
lengthscale__6,4.856443496341886,0.2904928729893003,0.012168528132697766,4.3097269200811725,5.441746264322428,473.71501449740373,0.9997257756285175
lengthscale__7,17.740679671086838,2.147854996596299,0.08248124989253018,14.128134393117657,22.03159395925639,477.29358079303677,1.005958806772107
lengthscale__8,6.746539027983063,0.39719725238516324,0.016115129533878253,6.046204803080886,7.611521034112809,557.2279243430231,0.9981509022215899
lengthscale__9,4.706181094006405,0.29717309802813724,0.010973661764750125,4.176738612466782,5.303327563014523,560.1938774168106,0.9981239015852084
tf__0,0.4850974452659452,0.0029153061656777618,9.574544077482078e-05,0.47923059442297533,0.4905733545804333,984.9123657838489,0.998027741056097
tf__1,0.5030568348590888,0.0006580269723956991,2.2299467908576134e-05,0.5018401502790196,0.504438301304553,1194.2774119707458,0.9981920820488901
tf__2,0.5376451644912804,0.0015784867227235297,6.243246965412119e-05,0.5346549198623126,0.5408675393751307,745.8641192957589,0.9994570367104864
tf__3,0.5248737169505522,0.023699320112639147,0.00089783484658096,0.4703948056934164,0.5650545150979084,651.420144041265,0.9986367716682845
tf__4,0.49104241079139815,0.004052634530261424,0.0001521320580336391,0.4831812505639972,0.49815062578370733,758.3172400186909,0.9980167451852496
tf__5,0.5060230548174978,0.005085442036581159,0.00018904209513211431,0.49500716318808535,0.5145523516384798,643.7113975803153,1.0008728467111032
sigma1,0.0021480006552074766,0.001288735787024033,9.825863966286309e-05,0.0004667448586967768,0.004807386181333909,99.29601467572465,1.0047258463085738
colcholpacked__0,1.1374750080085907,0.6370082436316609,0.051499831557554054,0.2327802447715973,2.356220236327479,93.14682050837604,1.0035377723129104
colcholpacked__1,0.10793436340593053,0.12521020046821038,0.0058725513797977585,-0.0965275706887838,0.4121345920833714,355.28705304633365,0.9994345378232774
colcholpacked__2,1.7571768696407046,1.0004897908706316,0.08078913485309322,0.33852691400908036,3.74513826677398,93.78591017792714,1.0035486056119467
colcholpacked__3,0.5336691599765252,0.3613137360448388,0.026717342504286423,0.060760482522976035,1.251384268015591,125.18364751764226,0.9995294900597927
