Electricity:Facility,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4
490271.5512,17.91901882,74.3156362,192.3388217,31,9.014288409,9.934934094,0.599777205,0.000254354
522617.1784,22.21377315,69.30104167,225.3063657,30,9.014288409,9.934934094,0.599777205,0.000254354
571893.6386,26.66420251,66.30790771,284.5905765,31,9.014288409,9.934934094,0.599777205,0.000254354
563615.0668,23.04596774,77.16319444,219.8065636,31,9.014288409,9.934934094,0.599777205,0.000254354
511457.5687,20.35770833,84.16527778,153.3049769,30,9.014288409,9.934934094,0.599777205,0.000254354
430452.0467,12.89782706,75.73711918,157.4538157,31,9.014288409,9.934934094,0.599777205,0.000254354
386505.4475,9.760949074,74.10636574,128.5277006,30,9.014288409,9.934934094,0.599777205,0.000254354
375590.8309,5.489852151,75.55857975,140.3433766,31,9.014288409,9.934934094,0.599777205,0.000254354
435579.0905,-2.113575269,70.30320341,156.7973417,31,11.12303717,12.45233722,0.591998004,0.000361822
406074.872,1.942956349,62.61458333,188.2471892,28,11.12303717,12.45233722,0.591998004,0.000361822
465838.3802,5.43313172,62.39908154,197.9807721,31,11.12303717,12.45233722,0.591998004,0.000361822
480415.5899,12.56460648,68.95763889,135.3763503,30,11.12303717,12.45233722,0.591998004,0.000361822
578234.892,17.91901882,74.3156362,192.3388217,31,11.12303717,12.45233722,0.591998004,0.000361822
614695.0019,22.21377315,69.30104167,225.3063657,30,11.12303717,12.45233722,0.591998004,0.000361822
668202.0077,26.66420251,66.30790771,284.5905765,31,11.12303717,12.45233722,0.591998004,0.000361822
663826.4338,23.04596774,77.16319444,219.8065636,31,11.12303717,12.45233722,0.591998004,0.000361822
600993.0257,20.35770833,84.16527778,153.3049769,30,11.12303717,12.45233722,0.591998004,0.000361822
509886.7661,12.89782706,75.73711918,157.4538157,31,11.12303717,12.45233722,0.591998004,0.000361822
459704.8421,9.760949074,74.10636574,128.5277006,30,11.12303717,12.45233722,0.591998004,0.000361822
448115.1036,5.489852151,75.55857975,140.3433766,31,11.12303717,12.45233722,0.591998004,0.000361822
396934.4959,-2.113575269,70.30320341,156.7973417,31,10.81418194,10.3585581,0.501932951,0.000355983
369799.1732,1.942956349,62.61458333,188.2471892,28,10.81418194,10.3585581,0.501932951,0.000355983
423532.6783,5.43313172,62.39908154,197.9807721,31,10.81418194,10.3585581,0.501932951,0.000355983
439151.7731,12.56460648,68.95763889,135.3763503,30,10.81418194,10.3585581,0.501932951,0.000355983
531674.0072,17.91901882,74.3156362,192.3388217,31,10.81418194,10.3585581,0.501932951,0.000355983
566451.8858,22.21377315,69.30104167,225.3063657,30,10.81418194,10.3585581,0.501932951,0.000355983
617127.8608,26.66420251,66.30790771,284.5905765,31,10.81418194,10.3585581,0.501932951,0.000355983
610905.3146,23.04596774,77.16319444,219.8065636,31,10.81418194,10.3585581,0.501932951,0.000355983
553580.8309,20.35770833,84.16527778,153.3049769,30,10.81418194,10.3585581,0.501932951,0.000355983
467370.8471,12.89782706,75.73711918,157.4538157,31,10.81418194,10.3585581,0.501932951,0.000355983
419936.5985,9.760949074,74.10636574,128.5277006,30,10.81418194,10.3585581,0.501932951,0.000355983
408287.5763,5.489852151,75.55857975,140.3433766,31,10.81418194,10.3585581,0.501932951,0.000355983
364274.9753,-2.113575269,70.30320341,156.7973417,31,8.882638934,10.12376607,0.710678735,0.000297848
339438.6153,1.942956349,62.61458333,188.2471892,28,8.882638934,10.12376607,0.710678735,0.000297848
388207.508,5.43313172,62.39908154,197.9807721,31,8.882638934,10.12376607,0.710678735,0.000297848
403593.9074,12.56460648,68.95763889,135.3763503,30,8.882638934,10.12376607,0.710678735,0.000297848
488895.8295,17.91901882,74.3156362,192.3388217,31,8.882638934,10.12376607,0.710678735,0.000297848
521122.6072,22.21377315,69.30104167,225.3063657,30,8.882638934,10.12376607,0.710678735,0.000297848
570060.3079,26.66420251,66.30790771,284.5905765,31,8.882638934,10.12376607,0.710678735,0.000297848
561956.8405,23.04596774,77.16319444,219.8065636,31,8.882638934,10.12376607,0.710678735,0.000297848
510144.3991,20.35770833,84.16527778,153.3049769,30,8.882638934,10.12376607,0.710678735,0.000297848
429459.2831,12.89782706,75.73711918,157.4538157,31,8.882638934,10.12376607,0.710678735,0.000297848
386180.1514,9.760949074,74.10636574,128.5277006,30,8.882638934,10.12376607,0.710678735,0.000297848
375395.1189,5.489852151,75.55857975,140.3433766,31,8.882638934,10.12376607,0.710678735,0.000297848
389344.1449,-2.113575269,70.30320341,156.7973417,31,12.3141652,9.252647332,0.722335757,0.000329563
363673.4825,1.942956349,62.61458333,188.2471892,28,12.3141652,9.252647332,0.722335757,0.000329563
417263.5248,5.43313172,62.39908154,197.9807721,31,12.3141652,9.252647332,0.722335757,0.000329563
431686.7347,12.56460648,68.95763889,135.3763503,30,12.3141652,9.252647332,0.722335757,0.000329563
521976.4819,17.91901882,74.3156362,192.3388217,31,12.3141652,9.252647332,0.722335757,0.000329563
555772.5747,22.21377315,69.30104167,225.3063657,30,12.3141652,9.252647332,0.722335757,0.000329563
603871.6914,26.66420251,66.30790771,284.5905765,31,12.3141652,9.252647332,0.722335757,0.000329563
599468.4852,23.04596774,77.16319444,219.8065636,31,12.3141652,9.252647332,0.722335757,0.000329563
543144.3322,20.35770833,84.16527778,153.3049769,30,12.3141652,9.252647332,0.722335757,0.000329563
458696.4875,12.89782706,75.73711918,157.4538157,31,12.3141652,9.252647332,0.722335757,0.000329563
412370.0356,9.760949074,74.10636574,128.5277006,30,12.3141652,9.252647332,0.722335757,0.000329563
401263.6971,5.489852151,75.55857975,140.3433766,31,12.3141652,9.252647332,0.722335757,0.000329563
349918.2869,-2.113575269,70.30320341,156.7973417,31,9.207206488,9.060187172,0.669694699,0.000347892
326240.9442,1.942956349,62.61458333,188.2471892,28,9.207206488,9.060187172,0.669694699,0.000347892
372735.2066,5.43313172,62.39908154,197.9807721,31,9.207206488,9.060187172,0.669694699,0.000347892
388260.3941,12.56460648,68.95763889,135.3763503,30,9.207206488,9.060187172,0.669694699,0.000347892
471575.3414,17.91901882,74.3156362,192.3388217,31,9.207206488,9.060187172,0.669694699,0.000347892
503290.0374,22.21377315,69.30104167,225.3063657,30,9.207206488,9.060187172,0.669694699,0.000347892
551678.475,26.66420251,66.30790771,284.5905765,31,9.207206488,9.060187172,0.669694699,0.000347892
543050.6486,23.04596774,77.16319444,219.8065636,31,9.207206488,9.060187172,0.669694699,0.000347892
492682.0554,20.35770833,84.16527778,153.3049769,30,9.207206488,9.060187172,0.669694699,0.000347892
413601.3513,12.89782706,75.73711918,157.4538157,31,9.207206488,9.060187172,0.669694699,0.000347892
371114.5074,9.760949074,74.10636574,128.5277006,30,9.207206488,9.060187172,0.669694699,0.000347892
360450.8474,5.489852151,75.55857975,140.3433766,31,9.207206488,9.060187172,0.669694699,0.000347892
406527.9516,-2.113575269,70.30320341,156.7973417,31,11.90624968,10.19014431,0.513558767,0.000344777
378936.3103,1.942956349,62.61458333,188.2471892,28,11.90624968,10.19014431,0.513558767,0.000344777
434718.4653,5.43313172,62.39908154,197.9807721,31,11.90624968,10.19014431,0.513558767,0.000344777
450068.6524,12.56460648,68.95763889,135.3763503,30,11.90624968,10.19014431,0.513558767,0.000344777
544417.6388,17.91901882,74.3156362,192.3388217,31,11.90624968,10.19014431,0.513558767,0.000344777
579887.561,22.21377315,69.30104167,225.3063657,30,11.90624968,10.19014431,0.513558767,0.000344777
630128.9295,26.66420251,66.30790771,284.5905765,31,11.90624968,10.19014431,0.513558767,0.000344777
625578.1499,23.04596774,77.16319444,219.8065636,31,11.90624968,10.19014431,0.513558767,0.000344777
566425.0085,20.35770833,84.16527778,153.3049769,30,11.90624968,10.19014431,0.513558767,0.000344777
478674.5628,12.89782706,75.73711918,157.4538157,31,11.90624968,10.19014431,0.513558767,0.000344777
430286.7897,9.760949074,74.10636574,128.5277006,30,11.90624968,10.19014431,0.513558767,0.000344777
418353.8514,5.489852151,75.55857975,140.3433766,31,11.90624968,10.19014431,0.513558767,0.000344777
392134.7976,-2.113575269,70.30320341,156.7973417,31,9.379096911,11.25121385,0.631934735,0.0003342
365284.1047,1.942956349,62.61458333,188.2471892,28,9.379096911,11.25121385,0.631934735,0.0003342
418105.6096,5.43313172,62.39908154,197.9807721,31,9.379096911,11.25121385,0.631934735,0.0003342
433363.3913,12.56460648,68.95763889,135.3763503,30,9.379096911,11.25121385,0.631934735,0.0003342
523654.163,17.91901882,74.3156362,192.3388217,31,9.379096911,11.25121385,0.631934735,0.0003342
557328.6676,22.21377315,69.30104167,225.3063657,30,9.379096911,11.25121385,0.631934735,0.0003342
608521.6539,26.66420251,66.30790771,284.5905765,31,9.379096911,11.25121385,0.631934735,0.0003342
601570.09,23.04596774,77.16319444,219.8065636,31,9.379096911,11.25121385,0.631934735,0.0003342
545113.413,20.35770833,84.16527778,153.3049769,30,9.379096911,11.25121385,0.631934735,0.0003342
460746.8653,12.89782706,75.73711918,157.4538157,31,9.379096911,11.25121385,0.631934735,0.0003342
414531.6354,9.760949074,74.10636574,128.5277006,30,9.379096911,11.25121385,0.631934735,0.0003342
403691.011,5.489852151,75.55857975,140.3433766,31,9.379096911,11.25121385,0.631934735,0.0003342
