Electricity:Facility,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5
539901.5517,20.35770833,84.16527778,153.3049769,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
463359.2776,12.89782706,75.73711918,157.4538157,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
418450.872,9.760949074,74.10636574,128.5277006,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
408017.1564,5.489852151,75.55857975,140.3433766,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
454489.609,-2.113575269,70.30320341,156.7973417,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
425140.1206,1.942956349,62.61458333,188.2471892,28,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
488849.296,5.43313172,62.39908154,197.9807721,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
502744.7092,12.56460648,68.95763889,135.3763503,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
604162.5305,17.91901882,74.3156362,192.3388217,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
641863.3238,22.21377315,69.30104167,225.3063657,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
693405.4304,26.66420251,66.30790771,284.5905765,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
692676.431,23.04596774,77.16319444,219.8065636,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
626141.4064,20.35770833,84.16527778,153.3049769,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
533695.0788,12.89782706,75.73711918,157.4538157,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
481232.4538,9.760949074,74.10636574,128.5277006,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
468925.7431,5.489852151,75.55857975,140.3433766,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
440708.8221,-2.113575269,70.30320341,156.7973417,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
411397.6834,1.942956349,62.61458333,188.2471892,28,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
472084.4928,5.43313172,62.39908154,197.9807721,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
485630.2614,12.56460648,68.95763889,135.3763503,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
582929.2915,17.91901882,74.3156362,192.3388217,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
619110.9407,22.21377315,69.30104167,225.3063657,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
671185.1312,26.66420251,66.30790771,284.5905765,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
667385.6484,23.04596774,77.16319444,219.8065636,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
604509.8253,20.35770833,84.16527778,153.3049769,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
514771.9222,12.89782706,75.73711918,157.4538157,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
464840.1945,9.760949074,74.10636574,128.5277006,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
453619.1591,5.489852151,75.55857975,140.3433766,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
443779.2433,-2.113575269,70.30320341,156.7973417,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
414288.2792,1.942956349,62.61458333,188.2471892,28,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
475901.0237,5.43313172,62.39908154,197.9807721,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
488694.5861,12.56460648,68.95763889,135.3763503,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
586128.7626,17.91901882,74.3156362,192.3388217,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
621470.4407,22.21377315,69.30104167,225.3063657,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
671019.4134,26.66420251,66.30790771,284.5905765,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
669479.4082,23.04596774,77.16319444,219.8065636,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
606822.1509,20.35770833,84.16527778,153.3049769,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
519002.908,12.89782706,75.73711918,157.4538157,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
468471.0345,9.760949074,74.10636574,128.5277006,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
456902.6316,5.489852151,75.55857975,140.3433766,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
422857.3568,-2.113575269,70.30320341,156.7973417,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
394984.3455,1.942956349,62.61458333,188.2471892,28,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
453151.7097,5.43313172,62.39908154,197.9807721,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
474152.6893,12.56460648,68.95763889,135.3763503,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
580183.3186,17.91901882,74.3156362,192.3388217,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
622531.8729,22.21377315,69.30104167,225.3063657,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
683737.4232,26.66420251,66.30790771,284.5905765,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
675143.5582,23.04596774,77.16319444,219.8065636,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
610229.8042,20.35770833,84.16527778,153.3049769,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
504044.2746,12.89782706,75.73711918,157.4538157,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
450506.7423,9.760949074,74.10636574,128.5277006,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
436753.7188,5.489852151,75.55857975,140.3433766,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
427009.7388,-2.113575269,70.30320341,156.7973417,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
398983.2436,1.942956349,62.61458333,188.2471892,28,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
457894.2745,5.43313172,62.39908154,197.9807721,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
477787.2434,12.56460648,68.95763889,135.3763503,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
583123.386,17.91901882,74.3156362,192.3388217,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
624841.9433,22.21377315,69.30104167,225.3063657,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
684663.7756,26.66420251,66.30790771,284.5905765,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
677022.2823,23.04596774,77.16319444,219.8065636,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
611918.858,20.35770833,84.16527778,153.3049769,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
507892.4603,12.89782706,75.73711918,157.4538157,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
454410.3089,9.760949074,74.10636574,128.5277006,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
441024.052,5.489852151,75.55857975,140.3433766,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
425417.5534,-2.113575269,70.30320341,156.7973417,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
397123.4156,1.942956349,62.61458333,188.2471892,28,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
456151.5155,5.43313172,62.39908154,197.9807721,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
466071.7775,12.56460648,68.95763889,135.3763503,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
555871.9127,17.91901882,74.3156362,192.3388217,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
587029.9097,22.21377315,69.30104167,225.3063657,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
630602.1749,26.66420251,66.30790771,284.5905765,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
631259.7202,23.04596774,77.16319444,219.8065636,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
572898.8104,20.35770833,84.16527778,153.3049769,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
495267.8447,12.89782706,75.73711918,157.4538157,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
448349.8987,9.760949074,74.10636574,128.5277006,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
437910.8863,5.489852151,75.55857975,140.3433766,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
363128.309,-2.113575269,70.30320341,156.7973417,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
338607.1801,1.942956349,62.61458333,188.2471892,28,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
387473.9724,5.43313172,62.39908154,197.9807721,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
404850.3413,12.56460648,68.95763889,135.3763503,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
494014.1866,17.91901882,74.3156362,192.3388217,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
528871.7902,22.21377315,69.30104167,225.3063657,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
580110.8904,26.66420251,66.30790771,284.5905765,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
571245.5974,23.04596774,77.16319444,219.8065636,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
517558.6944,20.35770833,84.16527778,153.3049769,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
431259.5222,12.89782706,75.73711918,157.4538157,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
385898.1025,9.760949074,74.10636574,128.5277006,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
374155.1462,5.489852151,75.55857975,140.3433766,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
415738.8016,-2.113575269,70.30320341,156.7973417,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
386829.2129,1.942956349,62.61458333,188.2471892,28,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
443050.1806,5.43313172,62.39908154,197.9807721,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
454148.5638,12.56460648,68.95763889,135.3763503,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
542480.2345,17.91901882,74.3156362,192.3388217,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
572796.5856,22.21377315,69.30104167,225.3063657,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
619805.9633,26.66420251,66.30790771,284.5905765,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
616261.2258,23.04596774,77.16319444,219.8065636,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
559988.0957,20.35770833,84.16527778,153.3049769,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
482748.6681,12.89782706,75.73711918,157.4538157,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
436854.9243,9.760949074,74.10636574,128.5277006,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
427085.4565,5.489852151,75.55857975,140.3433766,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
395190.7344,-2.113575269,70.30320341,156.7973417,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
368521.3277,1.942956349,62.61458333,188.2471892,28,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
422588.7762,5.43313172,62.39908154,197.9807721,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
432934.4998,12.56460648,68.95763889,135.3763503,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
517404.9366,17.91901882,74.3156362,192.3388217,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
546592.9447,22.21377315,69.30104167,225.3063657,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
588686.8605,26.66420251,66.30790771,284.5905765,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
587357.6723,23.04596774,77.16319444,219.8065636,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
533367.3354,20.35770833,84.16527778,153.3049769,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
460071.7373,12.89782706,75.73711918,157.4538157,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
416198.0166,9.760949074,74.10636574,128.5277006,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
406479.8553,5.489852151,75.55857975,140.3433766,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
420120.9708,-2.113575269,70.30320341,156.7973417,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
391413.4179,1.942956349,62.61458333,188.2471892,28,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
448982.4914,5.43313172,62.39908154,197.9807721,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
463247.8007,12.56460648,68.95763889,135.3763503,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
558332.0075,17.91901882,74.3156362,192.3388217,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
593154.6746,22.21377315,69.30104167,225.3063657,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
642637.2971,26.66420251,66.30790771,284.5905765,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
639815.5412,23.04596774,77.16319444,219.8065636,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
579563.7149,20.35770833,84.16527778,153.3049769,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
492532.5278,12.89782706,75.73711918,157.4538157,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
443513.619,9.760949074,74.10636574,128.5277006,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
431915.7491,5.489852151,75.55857975,140.3433766,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
