,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__0_0,-0.9291665050834079,0.03290476610579287,0.0014887402127807335,-0.9921381349486948,-0.8627507567535238,537.712262778457,0.9984701540350038
y_pred__0_1,0.0330759533143305,0.048718807936807176,0.0023125039512101727,-0.06760155426512796,0.12051923709899383,418.2339572973084,1.0000319672678875
y_pred__0_2,-0.6626436724212917,0.09087006540565623,0.00515224475574903,-0.8536725016057488,-0.4968933835997904,274.0354392170139,1.000823420191588
y_pred__0_3,0.987591080831972,0.032066674547172276,0.0017534587133852513,0.9286160317724169,1.052183752778089,312.6774113576743,1.0009479793507396
y_pred__1_0,-1.0725889437762453,0.03752339701366867,0.0016661905802541524,-1.1454607416140434,-1.0006027547763467,473.1826519223825,0.9988788399528239
y_pred__1_1,-0.30687578321868353,0.054126898720469926,0.002927474776196675,-0.3998792653806416,-0.19179164531854756,385.6875812567869,0.9991536648010717
y_pred__1_2,-1.0023048115018907,0.10804924391375806,0.005753083476851013,-1.2218756703773928,-0.8132947086819946,316.6021959777996,0.9996310550984071
y_pred__1_3,0.4997256646682216,0.03602195427693382,0.0018952322341414707,0.4246024165418131,0.5667461834773377,317.0257630806781,0.9980097508686012
y_pred__2_0,-0.40339510567186,0.029573871346921757,0.0013226023477523768,-0.4700894833018761,-0.3570331106464007,538.6967076528123,0.9987534344038049
y_pred__2_1,0.36994513474215085,0.046713882558652775,0.0020650326520513566,0.2960092095553986,0.47157996962191673,498.26271491528536,0.9986081575716351
y_pred__2_2,-0.44689616718238,0.07710555682825572,0.004213303351505424,-0.5874341044352411,-0.303252291953243,296.61482996529054,0.9992723723580653
y_pred__2_3,-0.2508424430374117,0.02487380014157733,0.0013351396458761524,-0.30353067836202663,-0.20562251030818668,298.9218107103062,1.001091306925653
y_pred__3_0,-0.4048516601461923,0.10015860027383273,0.00481886335812169,-0.5997149520767734,-0.22305336531346404,402.01280673158305,0.9983798121741966
y_pred__3_1,0.5110271449006766,0.1677274052316442,0.00944468331310903,0.19647287995637996,0.8337115965295259,323.80029052391916,1.0021652878676244
y_pred__3_2,-0.31887562680530684,0.32507838463420835,0.021484227870523124,-0.9039406816867621,0.38428201011025725,176.8446019853037,1.002690232524358
y_pred__3_3,-0.44612263955426296,0.11158946342909142,0.007215356969821474,-0.6556215099033902,-0.23587159515571246,166.1598230206526,1.0006158329315347
y_pred__4_0,0.7450801129612918,0.015423448139724245,0.0008541922284972889,0.7171391093076566,0.7776193053353276,279.3594473453645,0.998255362998796
y_pred__4_1,0.30225685755760917,0.025267883299960325,0.0014757402521309664,0.255484923234063,0.3480613131036832,252.54942497955884,1.0023988560003656
y_pred__4_2,0.04979047941323534,0.0473410341175969,0.0030063680170437706,-0.04766744635803183,0.13330919874668168,166.7705682909884,1.0011221898998754
y_pred__4_3,-0.7065543361615769,0.01574222067948763,0.0009457268816435117,-0.7430239066451205,-0.6797912669369172,165.04829943015866,1.0024412069474566
y_pred__5_0,0.8276684212461678,0.01515874359423938,0.0008903614858915453,0.7957738392246023,0.8550517704378834,232.47390480496472,0.9980355831855817
y_pred__5_1,0.17996243944909926,0.02503703588406778,0.0014196548426476346,0.127039037319631,0.22472338796596525,283.24641076368385,1.002262178318091
y_pred__5_2,0.5695853791735302,0.041948705749692915,0.0022627168545737387,0.4898226887902004,0.6469925018908108,279.77698518347904,0.998207693280487
y_pred__5_3,-0.7729493570228013,0.014381362032039885,0.0008398172471628243,-0.7991228854473046,-0.7436294963555956,236.76734105382675,0.999563631265062
y_pred__6_0,1.5210222843977383,0.08483753277506886,0.004937216931960737,1.3423332016979603,1.6723585857227925,219.1508580928609,0.9980040300359901
y_pred__6_1,0.1025993967881941,0.1281283371902703,0.007038152813513973,-0.16901257625075866,0.31422041429381103,306.9262889973279,0.9997620910536347
y_pred__6_2,1.2253786817565149,0.23542590357620555,0.013092339211225717,0.7981960290619998,1.7212820421678499,263.69906713379555,0.9983249407943403
y_pred__6_3,-0.8169793307078397,0.07989597507990565,0.004556346443943414,-0.9617167903072444,-0.6514427775098838,245.13049789303733,1.0005863923067564
y_pred__7_0,1.4612366204852691,0.024919205720305353,0.0014873921937920492,1.4071136277872844,1.5065601712253935,213.56243037398926,0.9980135352729075
y_pred__7_1,0.4084776581614152,0.037275661559274094,0.0021392071409932294,0.34091848751897846,0.4835313053467866,278.78160057067987,1.000729281249288
y_pred__7_2,0.994808685246123,0.06719686411432324,0.0038824975146788143,0.8735729122549832,1.1240057049419996,240.73675337042832,0.9984540956109784
y_pred__7_3,-0.7918150378400831,0.023059780247055985,0.0013668203892406266,-0.8338073260116337,-0.7443671300853556,213.78012284721015,1.0014332996471618
y_pred__8_0,0.4895783389852095,0.056366296110537506,0.003320784753935375,0.3758279919581054,0.5945555397528508,238.0459062210882,0.9980829879888354
y_pred__8_1,0.026560635893869974,0.09460383764155957,0.005511354518873805,-0.19021916123851648,0.18715011780259078,202.7620318345033,1.0039574160318834
y_pred__8_2,0.00021438128115713878,0.1619869493192682,0.010086401412121821,-0.32712611863380586,0.2813415140307301,178.99105885423376,1.0003059308413194
y_pred__8_3,-0.6856402861071823,0.055203641215180684,0.003376881090725874,-0.7914875332107608,-0.5744827711298827,171.7978566592899,1.0011369721745902
y_pred__9_0,-0.1334169217176673,0.027476342381459126,0.0013531220113700212,-0.18616107299114237,-0.08070233927980851,389.57780320561073,0.9989071521981742
y_pred__9_1,-0.054432190825728984,0.04494695031231036,0.0024371783842005953,-0.14146565779598802,0.027530753180772242,324.45010638677,1.0021380958834178
y_pred__9_2,-0.6354291567150194,0.08581717843230599,0.005656878285788836,-0.7938012297825846,-0.46428212595677204,159.33725521642802,1.005558614910329
y_pred__9_3,-0.3995484562542514,0.0292965274739471,0.00184683396583172,-0.4570548085728176,-0.34550054737323843,161.67901170692735,1.0023610559423717
y_pred__10_0,-0.9934348631864162,0.01833443798667829,0.0008056964131001019,-1.0249077384764138,-0.9555236466632464,458.9677718560765,1.0047148082439856
y_pred__10_1,-0.21697034041086682,0.028709610035018925,0.001119729437470453,-0.27056569886773624,-0.16069062162141268,616.7015607542297,0.998413193294933
y_pred__10_2,-0.9494864307878963,0.05651171870755687,0.0028130773959568972,-1.0607889064928895,-0.8472279541244444,397.4477880167858,0.9983151725151296
y_pred__10_3,0.48142461249690544,0.018862735723450545,0.0009152545886677282,0.4460531901678763,0.5176458486946081,397.30245417120005,0.998056416053351
y_pred__11_0,-1.029530625636199,0.05029960696270478,0.0022483798774380727,-1.121075892311572,-0.9294747311923709,433.6204837131123,0.9979995022889228
y_pred__11_1,-0.3479218354035878,0.07630334152896821,0.00343365934574541,-0.47731830253301316,-0.17604991846036297,577.9595660414931,1.0000420836568833
y_pred__11_2,-1.0128669275286861,0.13921574562892206,0.00716330251959581,-1.2829015230965772,-0.7498555791484499,290.5183011535549,0.999219851455041
y_pred__11_3,0.6699217472718209,0.04715696525265561,0.0025793529528759665,0.5849110942820478,0.7572160147459175,289.4399907536108,0.9980175518904751
eta1,2.972072388915213,1.544198367545805,0.12715653797033116,0.9453244634250936,6.09807583062502,75.81923109605803,1.0272657992744565
lengthscale__0,0.38729412525496304,0.008866235104346884,0.0003754332973024614,0.3711114284971644,0.4066883808486955,487.62967265086024,1.0024512894339053
lengthscale__1,13.142958141848018,1.8671836640751542,0.07651153682327734,9.817052723697508,16.974300136100503,552.1201465257283,1.0007910718510675
lengthscale__2,6.612560795540153,0.9455884654432065,0.04494881160828334,4.895074825310612,8.349123206630923,242.2979629491356,1.0044451272463772
lengthscale__3,4.622407346041246,0.39511292401279813,0.01626937636354699,3.817410088544478,5.366279498183454,409.886449719809,0.9984659932754356
lengthscale__4,8.692292088145072,0.6515649983776148,0.027504049197096654,7.557702094125773,10.006270425087433,694.1208092724391,0.9986088525582928
lengthscale__5,3.6022779243870717,0.23751613768687493,0.009822829822259942,3.1284450152230705,4.050912939605634,534.5967112215875,1.0088459796067044
lengthscale__6,3.5442665489973457,0.23235796202180578,0.00913544211170543,3.1122657649059584,4.004293229567846,572.0209545967282,1.0031057069911788
lengthscale__7,13.38429902039033,1.2013452147191108,0.05352260894805979,10.956912364032513,15.74373320719105,503.28834694062175,1.0025271096003494
lengthscale__8,6.922322183283941,0.401378116645854,0.016695037273077036,6.094515474822814,7.686513877219763,473.3783306779765,1.0000275478306422
tf__0,0.5067078863942397,0.0018089240385285902,7.829226319011695e-05,0.5036279956862503,0.51033774541612,525.7196369526222,0.9984990223975629
tf__1,0.49089318301948126,0.0003880292814530696,1.5060238357570948e-05,0.4901804897579523,0.49171357954009826,670.292788577486,0.9979984541681703
tf__2,0.5301286377291854,0.001018486817587822,3.786310279661047e-05,0.5281776895571354,0.5318877722012761,498.17537700641293,1.0041105872280955
tf__3,0.5056133416200747,0.005968245372219708,0.0002316850524656119,0.49344907455359305,0.5160358952249746,544.9193138251151,0.9998210676071648
tf__4,0.4909218673425529,0.0031417024592897227,0.0001401091437664491,0.485429246950773,0.4978934195692529,511.5749642785389,0.9997666235546494
sigma1,0.0021640725887469153,0.0011421440120495212,9.42695895836742e-05,0.0006918114038240265,0.004544274488927371,76.50881865190898,1.0270751607565085
colcholpacked__0,1.0355447585451079,0.5304168575263952,0.03985918078416288,0.24595974391023387,2.0260776674525505,89.0367941804247,1.0285964559095229
colcholpacked__1,0.2649917706921966,0.15613719003538395,0.010463347737063335,0.044890924648403635,0.5749450010532449,113.11985649533598,1.0200361919728038
colcholpacked__2,1.6356595104753615,0.8429329767697559,0.06381176401675258,0.38986983647107687,3.214302534765447,89.81711688015976,1.0279549999476592
colcholpacked__3,0.4556329141642279,0.28005899651637256,0.018310117758593068,0.05597650080690568,1.0189141444115752,118.55331466915894,1.021893685025181
colcholpacked__4,-0.08148656202728805,0.17265558815581653,0.007993892648819435,-0.4106703302306912,0.21991618265478077,360.95225705983796,1.0060595800989591
colcholpacked__5,3.013854412505711,1.5537565289862305,0.1160128622044316,0.7356545259566699,6.122213551366379,90.8119604889841,1.0290361692713001
colcholpacked__6,-0.006162391924944477,0.06292886884478904,0.002118850192204946,-0.15707941741758094,0.10277152425184578,740.8455383718796,0.9983841286459101
colcholpacked__7,-0.0426188777894252,0.06215591607594305,0.002854244574620826,-0.15898415265123741,0.07304384448208066,370.1642781716827,1.0085962364915022
colcholpacked__8,0.7448579329222078,0.3828680291530047,0.02866977470785003,0.19247628023785013,1.5112303791231418,90.19664543475362,1.026872493283774
colcholpacked__9,0.734888823129798,0.37828164340738696,0.028229402660563212,0.17927505264094362,1.4881368714250465,89.96235479460096,1.0308101329235513
