Electricity:Facility,InteriorEquipment:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5
354414.5337,166328.5879,9438.556045,154488.8307,1.942956349,62.61458333,188.2471892,28,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
405909.0604,190997.5471,10715.04355,99051.17317,5.43313172,62.39908154,197.9807721,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
427779.0421,177424.9474,9752.536731,39227.63487,12.56460648,68.95763889,135.3763503,30,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
526394.3405,187353.269,11479.78983,11137.11494,17.91901882,74.3156362,192.3388217,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
567321.9533,183989.32,12889.43118,643.6029814,22.21377315,69.30104167,225.3063657,30,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
627289.3934,180788.8964,14833.16378,8.700759295,26.66420251,66.30790771,284.5905765,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
614517.5884,190997.5471,13680.93725,925.2713496,23.04596774,77.16319444,219.8065636,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
555840.6321,177424.9474,11482.78497,5512.214375,20.35770833,84.16527778,153.3049769,30,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
454964.7181,183708.991,10615.7135,35713.0218,12.89782706,75.73711918,157.4538157,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
405495.2438,176700.7639,9760.898667,60214.82324,9.760949074,74.10636574,128.5277006,30,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
392295.6152,180788.8964,10114.24929,109287.7493,5.489852151,75.55857975,140.3433766,31,10.18046988,10.08660015,0.687380138,0.000278262,4.454203613
378897.0075,169456.2584,16791.01684,304780.1803,-2.113575269,70.30320341,156.7973417,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
353341.9757,156529.3928,12767.00173,154265.6489,1.942956349,62.61458333,188.2471892,28,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
405036.5681,179744.9882,14491.79171,99548.37585,5.43313172,62.39908154,197.9807721,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
423257.0605,166972.0139,13163.25323,40047.52376,12.56460648,68.95763889,135.3763503,30,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
517033.8815,176315.4116,15444.22224,11512.60941,17.91901882,74.3156362,192.3388217,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
553552.0345,173149.6486,17288.95065,685.8577551,22.21377315,69.30104167,225.3063657,30,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
606617.4528,170137.7769,19904.22677,9.070527214,26.66420251,66.30790771,284.5905765,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
598257.5514,179744.9882,18341.39842,982.2642709,23.04596774,77.16319444,219.8065636,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
541629.4079,166972.0139,15421.01692,5715.881148,20.35770833,84.16527778,153.3049769,30,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
450840.0584,172885.835,14310.34963,36339.10285,12.89782706,75.73711918,157.4538157,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
403301.7219,166290.4954,13189.46,61258.09484,9.760949074,74.10636574,128.5277006,30,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
390923.6608,170137.7769,13682.23102,110053.7317,5.489852151,75.55857975,140.3433766,31,10.67803811,9.492351352,0.507001014,0.000267215,5.054381991
397197.7656,198648.4031,14695.36346,304287.3646,-2.113575269,70.30320341,156.7973417,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
370403.1173,183494.6328,11059.01303,151603.2796,1.942956349,62.61458333,188.2471892,28,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
424293.1926,210709.5671,12500.67427,96487.02167,5.43313172,62.39908154,197.9807721,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
444957.4356,195736.1989,11418.05213,38156.1871,12.56460648,68.95763889,135.3763503,30,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
544713.8578,206689.1791,13539.36199,10775.39429,17.91901882,74.3156362,192.3388217,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
585014.3924,202978.0517,15244.94126,599.192307,22.21377315,69.30104167,225.3063657,30,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
645135.4279,199447.3263,17552.85367,7.301243452,26.66420251,66.30790771,284.5905765,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
633998.1381,210709.5671,16213.75349,873.7953496,23.04596774,77.16319444,219.8065636,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
573073.028,195736.1989,13571.63954,5238.97889,20.35770833,84.16527778,153.3049769,30,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
472908.829,202668.7911,12452.4274,34903.79392,12.89782706,75.73711918,157.4538157,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
422795.4144,194937.2757,11382.2011,58857.94513,9.760949074,74.10636574,128.5277006,30,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
409839.9682,199447.3263,11784.86255,106761.7921,5.489852151,75.55857975,140.3433766,31,9.924114369,11.12759396,0.600594954,0.000343838,4.639686036
363988.2964,165483.3021,17117.1552,321063.9813,-2.113575269,70.30320341,156.7973417,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
338884.0112,152859.511,12923.96157,164514.3806,1.942956349,62.61458333,188.2471892,28,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
387974.2706,175530.8093,14589.33633,106289.6372,5.43313172,62.39908154,197.9807721,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
404686.5997,163057.3015,13230.26846,42310.61947,12.56460648,68.95763889,135.3763503,30,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
492936.6819,172181.6402,15457.61405,12231.50103,17.91901882,74.3156362,192.3388217,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
526413.8686,169090.0996,17300.48754,732.7622651,22.21377315,69.30104167,225.3063657,30,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
576647.3049,166148.8421,20029.79935,9.142773123,26.66420251,66.30790771,284.5905765,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
568435.5783,175530.8093,18358.94906,1041.417097,23.04596774,77.16319444,219.8065636,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
515486.9729,163057.3015,15423.01893,6030.096261,20.35770833,84.16527778,153.3049769,30,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
431487.3622,168832.4712,14365.14891,38291.15241,12.89782706,75.73711918,157.4538157,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
386659.5655,162391.7614,13284.78491,64448.45002,9.760949074,74.10636574,128.5277006,30,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
374959.2636,166148.8421,13768.48708,116195.7496,5.489852151,75.55857975,140.3433766,31,9.708931055,9.269800131,0.488136497,0.000277104,5.366624802
396061.623,167018.6913,14140.17185,283852.3908,-2.113575269,70.30320341,156.7973417,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
369827.805,154277.7741,10947.67644,142309.1181,1.942956349,62.61458333,188.2471892,28,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
424821.5439,177159.4214,12513.03438,92059.92785,5.43313172,62.39908154,197.9807721,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
435912.6004,164570.1817,11410.52341,37719.52454,12.56460648,68.95763889,135.3763503,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
522606.8262,173779.1781,13391.98904,10876.54182,17.91901882,74.3156362,192.3388217,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
553363.7786,170658.9534,14970.25806,673.7709786,22.21377315,69.30104167,225.3063657,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
595391.5712,167690.4064,17074.3361,10.18994231,26.66420251,66.30790771,284.5905765,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
594894.8662,177159.4214,15868.19407,947.8365177,23.04596774,77.16319444,219.8065636,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
539901.5517,164570.1817,13376.60427,5470.566018,20.35770833,84.16527778,153.3049769,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
463359.2776,170398.9347,12402.59394,34357.24838,12.89782706,75.73711918,157.4538157,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
418450.872,163898.4667,11395.39236,57900.90768,9.760949074,74.10636574,128.5277006,30,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
408017.1564,167690.4064,11799.75847,103000.3919,5.489852151,75.55857975,140.3433766,31,12.59083991,9.355807306,0.614069057,0.000247564,6.238774309
454489.609,221836.7063,14961.31499,227479.7336,-2.113575269,70.30320341,156.7973417,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
425140.1206,204914.0308,12254.65343,114096.9815,1.942956349,62.61458333,188.2471892,28,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
488849.296,235305.7746,14155.19258,73817.28143,5.43313172,62.39908154,197.9807721,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
502744.7092,218584.5595,13159.09019,30311.00062,12.56460648,68.95763889,135.3763503,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
604162.5305,230816.0852,15738.14881,8432.719263,17.91901882,74.3156362,192.3388217,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
641863.3238,226671.7565,17634.4629,452.7515886,22.21377315,69.30104167,225.3063657,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
693405.4304,222728.8882,19868.76493,7.598002158,26.66420251,66.30790771,284.5905765,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
692676.431,235305.7746,18701.964,682.821963,23.04596774,77.16319444,219.8065636,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
626141.4064,218584.5595,15757.30175,4055.007494,20.35770833,84.16527778,153.3049769,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
533695.0788,226326.3958,14418.67444,28019.31673,12.89782706,75.73711918,157.4538157,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
481232.4538,217692.3776,12945.32159,47131.09441,9.760949074,74.10636574,128.5277006,30,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
468925.7431,222728.8882,13331.11709,84637.39087,5.489852151,75.55857975,140.3433766,31,12.83936079,12.42652221,0.589547302,0.000261467,5.555858236
440708.8221,223624.4025,12770.74564,267585.0704,-2.113575269,70.30320341,156.7973417,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
411397.6834,206565.3536,9811.557174,130076.6501,1.942956349,62.61458333,188.2471892,28,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
472084.4928,237202.0128,11182.52113,82839.82367,5.43313172,62.39908154,197.9807721,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
485630.2614,220346.0478,10354.69149,33384.08692,12.56460648,68.95763889,135.3763503,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
582929.2915,232676.1427,12375.09742,9272.69664,17.91901882,74.3156362,192.3388217,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
619110.9407,228498.4164,13939.79584,516.0653746,22.21377315,69.30104167,225.3063657,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
671185.1312,224523.7741,15826.63326,7.619187834,26.66420251,66.30790771,284.5905765,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
667385.6484,237202.0128,14806.48395,740.1949472,23.04596774,77.16319444,219.8065636,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
604509.8253,220346.0478,12421.71895,4448.522729,20.35770833,84.16527778,153.3049769,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
514771.9222,228150.2726,11319.77449,30695.65155,12.89782706,75.73711918,157.4538157,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
464840.1945,219446.6762,10209.60811,51779.92976,9.760949074,74.10636574,128.5277006,30,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
453619.1591,224523.7741,10533.50443,93523.5613,5.489852151,75.55857975,140.3433766,31,11.68566341,12.52666274,0.725767526,0.000360839,5.591847414
443779.2433,215410.1043,16214.60889,252722.2634,-2.113575269,70.30320341,156.7973417,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
414288.2792,198977.6781,12712.70189,124110.148,1.942956349,62.61458333,188.2471892,28,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
475901.0237,228488.9742,14602.80898,80141.06322,5.43313172,62.39908154,197.9807721,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
488694.5861,212252.1721,13511.01808,32729.78453,12.56460648,68.95763889,135.3763503,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
586128.7626,224129.3509,16126.12557,9127.719827,17.91901882,74.3156362,192.3388217,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
621470.4407,220105.0832,18125.12602,515.3601685,22.21377315,69.30104167,225.3063657,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
671019.4134,216276.4397,20520.73907,7.655909556,26.66420251,66.30790771,284.5905765,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
669479.4082,228488.9742,19234.18461,744.625826,23.04596774,77.16319444,219.8065636,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
606822.1509,212252.1721,16167.70075,4437.56844,20.35770833,84.16527778,153.3049769,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
519002.908,219769.7276,14787.76605,30154.89463,12.89782706,75.73711918,157.4538157,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
468471.0345,211385.8367,13327.24139,50748.67777,9.760949074,74.10636574,128.5277006,30,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
456902.6316,216276.4397,13752.44644,90877.1681,5.489852151,75.55857975,140.3433766,31,12.36058478,12.06652628,0.558856895,0.000315523,5.825436946
422857.3568,208610.0391,16748.13765,267530.5757,-2.113575269,70.30320341,156.7973417,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
394984.3455,192696.3516,13053.42988,132382.7768,1.942956349,62.61458333,188.2471892,28,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
453151.7097,221276.0352,14956.93499,85018.85173,5.43313172,62.39908154,197.9807721,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
474152.6893,205551.7964,13761.21623,34153.76786,12.56460648,68.95763889,135.3763503,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
580183.3186,217054.0365,16407.85632,9562.130927,17.91901882,74.3156362,192.3388217,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
622531.8729,213156.8069,18468.57235,523.4185067,22.21377315,69.30104167,225.3063657,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
683737.4232,209449.026,21049.87688,7.129042748,26.66420251,66.30790771,284.5905765,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
675143.5582,221276.0352,19629.40831,777.2023997,23.04596774,77.16319444,219.8065636,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
610229.8042,205551.7964,16447.73238,4647.931776,20.35770833,84.16527778,153.3049769,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
504044.2746,212832.0378,15053.23138,31395.65206,12.89782706,75.73711918,157.4538157,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
450506.7423,204712.8095,13633.42306,52974.91103,9.760949074,74.10636574,128.5277006,30,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
436753.7188,209449.026,14099.39421,95603.35488,5.489852151,75.55857975,140.3433766,31,11.10070767,11.68561023,0.524064168,0.000298239,4.595251355
427009.7388,210934.3944,15242.01248,262266.0075,-2.113575269,70.30320341,156.7973417,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
398983.2436,194843.395,11944.53563,129707.496,1.942956349,62.61458333,188.2471892,28,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
457894.2745,223741.5165,13711.35611,83291.13632,5.43313172,62.39908154,197.9807721,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
477787.2434,207842.0765,12640.80196,33524.3286,12.56460648,68.95763889,135.3763503,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
583123.386,219472.4758,15079.5709,9352.20978,17.91901882,74.3156362,192.3388217,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
624841.9433,215531.8228,16965.7625,521.8945924,22.21377315,69.30104167,225.3063657,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
684663.7756,211782.7294,19298.93294,6.789929788,26.66420251,66.30790771,284.5905765,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
677022.2823,223741.5165,18024.03891,758.7615945,23.04596774,77.16319444,219.8065636,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
611918.858,207842.0765,15118.00166,4557.537392,20.35770833,84.16527778,153.3049769,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
507892.4603,215203.4351,13842.75942,30926.75647,12.89782706,75.73711918,157.4538157,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
454410.3089,206993.7415,12503.34347,52007.51136,9.760949074,74.10636574,128.5277006,30,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
441024.052,211782.7294,12925.18366,93936.05651,5.489852151,75.55857975,140.3433766,31,11.38757006,11.81581254,0.577592452,0.000294462,4.69826977
425417.5534,201653.5965,14377.4701,255732.7608,-2.113575269,70.30320341,156.7973417,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
397123.4156,186270.5769,11362.55599,126730.9336,1.942956349,62.61458333,188.2471892,28,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
456151.5155,213897.2243,13079.2418,81750.3687,5.43313172,62.39908154,197.9807721,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
466071.7775,198697.3359,12047.18042,33149.7341,12.56460648,68.95763889,135.3763503,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
555871.9127,209816.015,14340.8459,9296.86894,17.91901882,74.3156362,192.3388217,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
587029.9097,206048.7449,16090.72698,511.4535822,22.21377315,69.30104167,225.3063657,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
630602.1749,202464.606,18253.48362,7.436963895,26.66420251,66.30790771,284.5905765,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
631259.7202,213897.2243,17083.27453,774.9119522,23.04596774,77.16319444,219.8065636,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
572898.8104,198697.3359,14356.94728,4591.609367,20.35770833,84.16527778,153.3049769,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
495267.8447,205734.8057,13187.02157,30585.89746,12.89782706,75.73711918,157.4538157,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
448349.8987,197886.3264,11944.70625,51502.38362,9.760949074,74.10636574,128.5277006,30,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
437910.8863,202464.606,12317.69095,92408.54399,5.489852151,75.55857975,140.3433766,31,12.1222947,11.29593446,0.608991468,0.000255419,6.427139315
363128.309,158067.6694,16076.92562,334566.3605,-2.113575269,70.30320341,156.7973417,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
338607.1801,146009.5753,12247.99594,175335.9197,1.942956349,62.61458333,188.2471892,28,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
387473.9724,167664.928,13395.83323,110577.6756,5.43313172,62.39908154,197.9807721,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
404850.3413,155750.3826,12161.01877,44527.43721,12.56460648,68.95763889,135.3763503,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
494014.1866,164465.8418,14129.53559,13044.60681,17.91901882,74.3156362,192.3388217,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
528871.7902,161512.8392,15789.24023,828.4024219,22.21377315,69.30104167,225.3063657,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
580110.8904,158703.3853,18297.38171,10.18136029,26.66420251,66.30790771,284.5905765,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
571245.5974,167664.928,16755.78529,1132.221829,23.04596774,77.16319444,219.8065636,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
517558.6944,155750.3826,14090.59948,6386.167698,20.35770833,84.16527778,153.3049769,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
431259.5222,161266.7556,13150.89915,40157.42786,12.89782706,75.73711918,157.4538157,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
385898.1025,155114.6668,12187.35961,67325.52987,9.760949074,74.10636574,128.5277006,30,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
374155.1462,158703.3853,12675.49448,121080.4637,5.489852151,75.55857975,140.3433766,31,10.35875821,8.85440213,0.534042879,0.000329263,5.198213659
415738.8016,225420.2657,15311.70589,282705.6814,-2.113575269,70.30320341,156.7973417,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
386829.2129,208224.2205,11763.89391,139870.5743,1.942956349,62.61458333,188.2471892,28,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
443050.1806,239106.9139,13388.23203,88661.45533,5.43313172,62.39908154,197.9807721,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
454148.5638,222115.5835,12324.44971,34736.20401,12.56460648,68.95763889,135.3763503,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
542480.2345,234544.6978,14751.21323,9570.729487,17.91901882,74.3156362,192.3388217,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
572796.5856,230333.4214,16688.54243,510.6999994,22.21377315,69.30104167,225.3063657,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
619805.9633,226326.8599,19136.4327,5.25451441,26.66420251,66.30790771,284.5905765,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
616261.2258,239106.9139,17744.85985,742.8841878,23.04596774,77.16319444,219.8065636,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
559988.0957,222115.5835,14823.06532,4574.092664,20.35770833,84.16527778,153.3049769,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
482748.6681,229982.4817,13500.5924,31923.72457,12.89782706,75.73711918,157.4538157,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
436854.9243,221208.9893,12205.94437,54022.72686,9.760949074,74.10636574,128.5277006,30,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
427085.4565,226326.8599,12626.60303,98998.60194,5.489852151,75.55857975,140.3433766,31,9.168577025,12.62726077,0.571965435,0.000337569,6.370127604
395190.7344,183335.4732,12387.54395,299072.1674,-2.113575269,70.30320341,156.7973417,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
368521.3277,169349.8404,9374.907545,148767.9029,1.942956349,62.61458333,188.2471892,28,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
422588.7762,194466.8953,10648.44139,95345.21429,5.43313172,62.39908154,197.9807721,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
432934.4998,180647.7581,9710.504876,38229.53791,12.56460648,68.95763889,135.3763503,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
517404.9366,190756.4213,11468.59207,10903.20078,17.91901882,74.3156362,192.3388217,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
546592.9447,187331.3684,12853.88297,635.0287872,22.21377315,69.30104167,225.3063657,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
588686.8605,184072.811,14743.51174,9.003356338,26.66420251,66.30790771,284.5905765,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
587357.6723,194466.8953,13654.09868,917.3322688,23.04596774,77.16319444,219.8065636,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
533367.3354,180647.7581,11469.91237,5383.710397,20.35770833,84.16527778,153.3049769,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
460071.7373,187045.9473,10578.57287,34945.81181,12.89782706,75.73711918,157.4538157,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
416198.0166,179910.4203,9694.292137,58822.36713,9.760949074,74.10636574,128.5277006,30,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
406479.8553,184072.811,10042.25595,105962.0333,5.489852151,75.55857975,140.3433766,31,11.26436661,10.26981679,0.713689221,0.000307892,6.468236081
420120.9708,195689.8896,18418.88543,287999.7354,-2.113575269,70.30320341,156.7973417,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
391413.4179,180761.8078,13889.02789,141520.3989,1.942956349,62.61458333,188.2471892,28,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
448982.4914,207571.4242,15718.40412,90667.59414,5.43313172,62.39908154,197.9807721,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
463247.8007,192821.0576,14404.78042,36862.28361,12.56460648,68.95763889,135.3763503,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
558332.0075,203610.9127,17086.11408,10503.51017,17.91901882,74.3156362,192.3388217,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
593154.6746,199955.0559,19198.97865,614.2090048,22.21377315,69.30104167,225.3063657,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
642637.2971,196476.9144,21949.52709,9.268226135,26.66420251,66.30790771,284.5905765,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
639815.5412,207571.4242,20411.38488,871.3988085,23.04596774,77.16319444,219.8065636,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
579563.7149,192821.0576,17123.80397,5146.221671,20.35770833,84.16527778,153.3049769,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
492532.5278,199650.4012,15702.68686,33734.8027,12.89782706,75.73711918,157.4538157,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
443513.619,192034.0329,14313.50695,56837.56098,9.760949074,74.10636574,128.5277006,30,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
431915.7491,196476.9144,14813.09864,101381.0931,5.489852151,75.55857975,140.3433766,31,11.82815653,10.96186831,0.498038163,0.000357069,5.658919354
