,0,1,2,3,4,5
0,0.47335926623899494,0.5189034712357385,0.6885921141428261,0.7754574447377511,0.4848417896801835,0.6341668468099542
1,0.480000051903024,0.5141647955637781,0.7191272314621656,0.7629983970972533,0.47966447701491693,0.6757064134807765
2,0.3397367047488917,0.6034691948266989,0.5814372264960002,0.24890137220874414,0.48209311187927056,0.1859136775519454
3,0.3469429800739738,0.6065851773579353,0.712256348023085,0.31373863837986926,0.4819531958865123,0.33997596637892824
4,0.38006719494136665,0.5765485910930387,0.605056529190948,0.4231564428833297,0.4873661553822142,0.7067493897414104
5,0.3515074371005162,0.5966533521989795,0.6388174776481823,0.42433107497633227,0.48324595067142656,0.3701605705745842
6,0.39497443989356273,0.5666393134853085,0.5965146758302282,0.4808020415869762,0.49385046327598475,0.5187381889913398
7,0.4543293185380573,0.5263859691865151,0.6526293770879583,0.508111993797105,0.4812386522388842,0.39026002409893196
8,0.3457523695710147,0.5944018012542125,0.49334982591320237,0.46656048381602094,0.491473178139362,0.4931046880427367
9,0.4020134291702782,0.5608820785597873,0.5792389171013174,0.5319093927395226,0.4897028874685383,0.3886243515847294
10,0.410636341436462,0.5636646856753741,0.6876838450044007,0.5149555074061593,0.48470308648756794,0.41369863291903136
11,0.38842970916295544,0.5795064195737559,0.7138753790598229,0.5442278488501447,0.48345744945023716,0.6195375445459674
12,0.4048805188443386,0.5634109386240752,0.6377757057182782,0.6789089637303634,0.4868155530794147,0.383306782709892
13,0.5105989964916943,0.49065162859656963,0.616509151142679,0.6001375826596635,0.49125972732221673,0.4218715788767258
14,0.3390805818351956,0.599831923696715,0.5173089103566557,0.4426906401430365,0.49323718489244206,0.3441033491991718
15,0.32876575260774465,0.6048103382636305,0.4760830377427711,0.42648402458686524,0.49677634588772357,0.544069329245667
16,0.4117894177023833,0.5512460010842312,0.5342222900289306,0.386219557690456,0.49417679118973507,0.43653051887602373
17,0.43747405823186974,0.5396552562531775,0.6057797762873552,0.5736977517012316,0.48714635399131784,0.330238311813886
18,0.4325646861088013,0.5426284731761892,0.5817248551507137,0.49405377548988816,0.4909573165442869,0.38640011627047643
19,0.49377050248410653,0.48526507074949843,0.3975801043670492,0.6663786538965608,0.5009001477307768,0.2562695437980941
20,0.4517609456996762,0.5119740306797902,0.3683136561280898,0.7080463357499637,0.5034986109398276,0.25430499109930854
21,0.4439154727760485,0.5158465995138725,0.34134539333897684,0.6752768558700253,0.504820699034446,0.26826544795509616
22,0.42537911242093246,0.5480809846832707,0.61522613238166,0.3683915871751358,0.4889155815099774,0.5006643548875169
23,0.36813408224256905,0.5992467742275778,0.8085548345585035,0.6138429350609563,0.4775684484797527,0.3276392858479517
24,0.36708208899687633,0.5985444958384066,0.8173279599768402,0.6193159956930759,0.4829209139239693,0.636315831328358
25,0.35071964481235046,0.6067279897147307,0.7885420522188026,0.2656222925346884,0.47273572768183286,0.20937805853160607
26,0.3465017740307851,0.5945934173903128,0.5129113389392511,0.49648187984981945,0.4921956161225612,0.6377684465925816
27,0.48629678212515287,0.5052318366577876,0.6261700238668046,0.54705925873154,0.4880782182692395,0.21846885092632867
28,0.4357782270447895,0.5526129672196466,0.769366019434814,0.6376771778833941,0.4749134668152422,0.17021386906316568
29,0.3997483175235638,0.5764229560466999,0.7609149098224954,0.4718426938742238,0.47843702524625503,0.5192878808756644
30,0.4028733451719748,0.5671952494213724,0.7477101591040785,0.46832404388201054,0.47745245539793285,0.0486599070255648
31,0.4063979774535462,0.566564944643219,0.7374807231537326,0.4261583120400037,0.47376136970796257,0.04877674887208591
32,0.4102956534356276,0.568527974966454,0.8095699845280773,0.4809347075583112,0.47484350274094367,0.09948076880738436
33,0.3694871511269411,0.592654798059412,0.72676911396788,0.5604033692401417,0.47249524945694665,0.17167223613445412
34,0.5196010934243842,0.4835117837211886,0.5798013111749454,0.5100825709721392,0.49787577035493497,0.4627811915392384
35,0.3934938373752819,0.5535599253934856,0.3485134349110588,0.6938259175376743,0.5049512726439113,0.3295848326006319
36,0.40602054297587165,0.5534507043780894,0.5175708424478582,0.5675452037725023,0.4879982376617493,0.3941794535985739
37,0.4576619508033428,0.5278849032148928,0.6403769873385835,0.5891172524413905,0.4901232888647718,0.36266538159068057
38,0.4258118180011992,0.5427761853323858,0.5336281946180311,0.48541688702944213,0.49128036801480757,0.5479919755823628
39,0.45356005092560575,0.5334601258131221,0.6986544162006062,0.526994359106429,0.48083163834446174,0.419526786123582
40,0.49956472807838587,0.4846622385558155,0.4437705556131032,0.8147027155970515,0.4962915203760444,0.3006922660570307
41,0.5014993837054748,0.4894632307772074,0.4961616530355151,0.7840286055781869,0.49594532520065643,0.22780139044231887
42,0.3864363734534057,0.5788878219759489,0.6882432035794455,0.41747508472444567,0.48381502931846726,0.22903008010038403
43,0.38502165491112106,0.5785013709351673,0.6662327242830964,0.39564978775167853,0.48318966598382923,0.3108782879284535
44,0.42408426650279485,0.5588616786108518,0.7742095501556686,0.6785896507142517,0.48062820553132635,0.6283320702632453
45,0.44710186568699684,0.5128678289074807,0.32985815939685786,0.564025330949742,0.5020295202031247,0.29412137727534365
46,0.4343367492786678,0.5553938848495139,0.8625660660518187,0.5722338515997802,0.476103951943468,0.5156469370581757
47,0.3853936018416543,0.5842096491754976,0.7330857038448553,0.4636572229666197,0.48469821039117594,0.182224951935574
48,0.4367653849559493,0.5343850958091677,0.5358264607139919,0.501154946539262,0.4926940354768846,0.22892203252773108
49,0.34968838299756577,0.6063982901796974,0.7275795033992352,0.43136328686299535,0.482591732145584,0.4203546619564158
50,0.3497795649796918,0.5988826822112804,0.6381802155371504,0.28582584332662336,0.481630181386435,0.3712805779582916
51,0.413828905338799,0.5569137167157623,0.6356051478396977,0.6535302415178749,0.48452245074027933,0.5786170653980592
52,0.4332568714732298,0.5585778563913927,0.8813514916856628,0.41984822215248774,0.47656865793451897,0.2955206898829543
53,0.46158281286420744,0.5152053010117874,0.4874207950487818,0.7841132114461795,0.49793867956551213,0.6977376999848897
54,0.4285810245699768,0.5384608981290883,0.49649378146681944,0.25809307999942427,0.5027041686414643,0.2764974730190871
55,0.4629121475714927,0.5133442826686291,0.5398329070566149,0.7373637903096084,0.48484425161805117,0.6057462007367941
56,0.39459347532488204,0.585258626795123,0.8530881820419557,0.3308908641645937,0.47998882512309515,0.26518248454632515
57,0.3755945831900317,0.5712205614812949,0.4366573143256596,0.4795341862452655,0.49753208271515675,0.6862319222149112
58,0.36747467894711794,0.5760352428852435,0.4216531279736923,0.5130206478265757,0.4959210000460973,0.7847242960004254
59,0.3700878136419775,0.5817809632776171,0.568996710046852,0.3793406080166677,0.4892320820968742,0.7881297764078073
