Electricity:Facility,InteriorEquipment:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3
617479.3717,206295.7553,19206.12253,563.7755481,22.21377315,69.30104167,225.3063657,30,12.6552485,11.30947598,0.516410687
668543.9596,202707.3197,21804.5776,8.671859535,26.66420251,66.30790771,284.5905765,31,12.6552485,11.30947598,0.516410687
666490.0785,214153.6434,20400.38735,801.2908888,23.04596774,77.16319444,219.8065636,31,12.6552485,11.30947598,0.516410687
603600.3618,198935.5334,17144.16783,4689.067682,20.35770833,84.16527778,153.3049769,30,12.6552485,11.30947598,0.516410687
511407.0306,205981.4398,15723.14184,31095.39757,12.89782706,75.73711918,157.4538157,31,12.6552485,11.30947598,0.516410687
460408.5473,198123.5517,14242.17804,52412.28294,9.760949074,74.10636574,128.5277006,30,12.6552485,11.30947598,0.516410687
448176.3163,202707.3197,14721.16173,93381.68367,5.489852151,75.55857975,140.3433766,31,12.6552485,11.30947598,0.516410687
394388.3452,191451.1715,15321.70514,297523.8741,-2.113575269,70.30320341,156.7973417,31,10.2476203,10.72443003,0.567222304
367469.8675,176846.4376,11638.34746,148553.7342,1.942956349,62.61458333,188.2471892,28,10.2476203,10.72443003,0.567222304
421037.0907,203075.3475,13215.57796,95080.59477,5.43313172,62.39908154,197.9807721,31,10.2476203,10.72443003,0.567222304
436380.3866,188644.4795,12062.58346,37856.07041,12.56460648,68.95763889,135.3763503,30,10.2476203,10.72443003,0.567222304
527767.8329,199200.6222,14277.72408,10682.46521,17.91901882,74.3156362,192.3388217,31,10.2476203,10.72443003,0.567222304
562239.2223,195623.9526,16041.47747,596.6679829,22.21377315,69.30104167,225.3063657,30,10.2476203,10.72443003,0.567222304
612773.4041,192221.149,18433.09717,8.364065626,26.66420251,66.30790771,284.5905765,31,10.2476203,10.72443003,0.567222304
606483.7061,203075.3475,17043.97497,877.1011857,23.04596774,77.16319444,219.8065636,31,10.2476203,10.72443003,0.567222304
549702.5228,188644.4795,14293.33686,5251.039035,20.35770833,84.16527778,153.3049769,30,10.2476203,10.72443003,0.567222304
464271.5468,195325.8968,13148.25559,34521.88267,12.89782706,75.73711918,157.4538157,31,10.2476203,10.72443003,0.567222304
417352.5129,187874.502,12027.7609,58234.49343,9.760949074,74.10636574,128.5277006,30,10.2476203,10.72443003,0.567222304
406140.2571,192221.149,12470.27903,105494.4516,5.489852151,75.55857975,140.3433766,31,10.2476203,10.72443003,0.567222304
401731.4713,194593.5845,13175.85787,290585.8084,-2.113575269,70.30320341,156.7973417,31,10.79339742,10.9004571,0.667050894
374844.9983,179749.1336,10069.92169,144469.7172,1.942956349,62.61458333,188.2471892,28,10.79339742,10.9004571,0.667050894
429696.4889,206408.5556,11441.81571,92232.65354,5.43313172,62.39908154,197.9807721,31,10.79339742,10.9004571,0.667050894
444493.0644,191740.8244,10462.59012,36784.90162,12.56460648,68.95763889,135.3763503,30,10.79339742,10.9004571,0.667050894
536602.2659,202470.2319,12404.80823,10349.43986,17.91901882,74.3156362,192.3388217,31,10.79339742,10.9004571,0.667050894
571517.1106,198834.8562,13941.5486,586.1534364,22.21377315,69.30104167,225.3063657,30,10.79339742,10.9004571,0.667050894
622065.2633,195376.2001,15970.1738,8.182908663,26.66420251,66.30790771,284.5905765,31,10.79339742,10.9004571,0.667050894
616343.5821,206408.5556,14813.74332,854.2901364,23.04596774,77.16319444,219.8065636,31,10.79339742,10.9004571,0.667050894
558353.9366,191740.8244,12424.78851,5098.357579,20.35770833,84.16527778,153.3049769,30,10.79339742,10.9004571,0.667050894
472380.5073,198531.9082,11414.89931,33664.11635,12.89782706,75.73711918,157.4538157,31,10.79339742,10.9004571,0.667050894
425205.6671,190958.2087,10428.62415,56836.22293,9.760949074,74.10636574,128.5277006,30,10.79339742,10.9004571,0.667050894
413951.8033,195376.2001,10792.2733,102749.1811,5.489852151,75.55857975,140.3433766,31,10.79339742,10.9004571,0.667050894
408423.0782,196026.965,13865.84943,284258.8533,-2.113575269,70.30320341,156.7973417,31,11.18637516,10.9807501,0.63746709
